1.1;0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8;0.85;0.9;0.95
0;1087.8;1088.7;1091.5;1096.3;1102.8;1111.4;1122.3;1135.8;1152.3;1172.4;1196.5;1225.3;1258.4;1295.4;1335.8;1379.5;1426.6;1476.9;1530.7;1588
500;1034.1;1035;1037.8;1042.2;1048.5;1056.8;1067.4;1080.5;1096.5;1115.9;1139.1;1166.9;1198.7;1234.3;1273.1;1315.2;1360.5;1409.2;1460.9;1516.2
1000;982.29;983.14;985.69;990.02;996.13;1004.1;1014.4;1027.1;1042.5;1061.3;1083.8;1110.5;1141;1175.1;1212.4;1252.8;1296.4;1343.3;1393.3;1446.5
1500;932.25;933.08;935.58;939.75;945.66;953.39;963.35;975.56;990.43;1008.5;1030.3;1056.1;1085.3;1117.9;1153.6;1192.4;1234.4;1279.4;1327.6;1378.9
2000;883.95;884.77;887.2;891.31;897.05;904.56;914.1;925.94;940.24;957.64;978.6;1003.4;1031.5;1062.7;1096.9;1134;1174.2;1217.5;1263.9;1313.4
2500;837.44;838.22;840.58;844.56;850.18;857.49;866.68;878.11;891.89;908.63;928.83;952.63;979.59;1009.5;1042.1;1077.6;1116.1;1157.6;1202.1;1249.7
3000;792.69;793.45;795.73;799.61;805.05;812.18;821.13;831.98;845.35;861.4;880.84;903.64;929.46;958.04;989.28;1023.2;1060;1099.7;1142.4;1188
3500;749.66;750.4;752.6;756.34;761.63;768.52;777.19;787.8;800.6;816.04;834.68;856.4;881.05;908.39;938.27;970.73;1005.8;1043.8;1084.6;1128.4
4000;708.96;709.65;711.72;715.23;720.23;726.73;734.93;745.17;757.58;772.4;790.32;811.03;834.48;860.46;888.99;920.1;953.67;989.83;1028.9;1070.7
4500;669.92;670.58;672.6;675.97;680.8;687.11;695.02;704.7;716.43;730.5;747.66;767.43;789.76;814.42;841.52;871.13;903.29;937.93;975.1;1015.1
5000;632.43;633.06;635;638.26;642.91;649.01;656.66;666.02;677.35;690.92;707.05;725.54;746.79;770.24;795.94;824.05;854.65;887.76;923.35;961.44
5500;596.44;597.05;598.92;602.06;606.55;612.44;619.82;628.85;639.76;652.83;668.35;686.08;705.94;727.8;752.22;778.86;807.89;839.39;873.35;909.75
6000;561.88;562.48;564.28;567.32;571.64;577.34;584.46;593.16;603.66;616.23;631.09;648.04;667.01;687.84;710.6;735.54;763.04;792.91;825.21;859.94
6500;528.74;529.31;531.05;533.98;538.15;543.62;550.5;558.88;568.99;581.07;595.3;611.47;629.55;649.42;671.08;694.66;720.26;748.34;778.96;811.99
7000;497.98;498.49;500.02;502.61;506.32;511.29;517.9;525.99;535.7;547.32;560.9;576.32;593.53;612.45;633.1;655.53;679.83;706.15;734.63;765.92
7500;468.76;469.25;470.7;473.16;476.68;481.34;487.25;494.5;503.76;514.89;527.85;542.56;558.93;576.92;596.58;617.95;641.05;666.01;692.95;721.98
8000;440.9;441.35;442.74;445.07;448.41;452.82;458.43;465.33;473.67;483.77;496.13;510.13;525.71;542.81;561.5;581.83;603.83;627.53;653.05;680.55
8500;414.33;414.76;416.07;418.29;421.45;425.64;430.93;437.49;445.41;454.92;465.98;479.02;493.82;510.08;527.84;547.15;568.07;590.63;614.85;640.87
9000;389.03;389.44;390.68;392.77;395.77;399.73;404.74;410.95;418.47;427.47;437.89;449.78;463.25;478.68;495.55;513.89;533.75;555.17;578.22;602.9
9500;364.93;365.32;366.5;368.48;371.31;375.06;379.8;385.67;392.8;401.31;411.12;422.31;434.78;448.6;464.6;482;500.85;521.18;543.05;566.5
10000;342.02;342.38;343.49;345.37;348.04;351.58;356.07;361.6;368.35;376.38;385.63;396.14;407.85;420.81;435.09;451.46;469.33;488.61;509.34;531.6
10500;320.27;320.61;321.65;323.41;325.93;329.27;333.51;338.73;345.08;352.65;361.35;371.22;382.21;394.37;407.77;422.45;439.15;457.42;477.07;498.15
11000;299.69;300.01;300.99;302.64;305.01;308.13;312.09;317.01;323;330.08;338.26;347.51;357.82;369.22;381.77;395.54;410.58;427.58;446.19;466.15
11500;277.36;277.66;278.56;280.09;282.28;285.17;288.84;293.38;298.92;305.48;313.05;321.61;331.15;341.7;353.32;366.07;379.99;395.73;412.95;431.42
12000;256.7;256.98;257.81;259.23;261.25;263.93;267.32;271.53;276.66;282.73;289.73;297.65;306.47;316.24;327;338.79;351.68;366.24;382.18;399.28
12500;237.57;237.84;238.61;239.92;241.79;244.27;247.41;251.3;256.06;261.67;268.15;275.48;283.65;292.68;302.64;313.55;325.48;338.96;353.71;369.54
13000;219.88;220.12;220.84;222.05;223.79;226.08;228.98;232.59;236.99;242.19;248.19;254.97;262.53;270.89;280.1;290.2;301.23;313.71;327.36;342.02
13500;203.5;203.72;204.39;205.51;207.12;209.24;211.93;215.27;219.35;224.16;229.71;235.99;242.98;250.72;259.25;268.6;278.81;290.35;302.99;316.55
14000;188.35;188.55;189.17;190.21;191.69;193.66;196.15;199.24;203.01;207.47;212.6;218.42;224.89;232.06;239.95;248.61;258.06;268.75;280.45;292.99
1.05;0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8;0.85;0.9;0.95
0;997.26;997.99;1000.3;1004.3;1009.9;1017.4;1026.9;1038.4;1052.1;1068.2;1087.2;1109.7;1136;1165.9;1199.2;1235.4;1274.7;1317.1;1362.5;1410.4
500;950.13;950.86;953.09;956.85;962.15;969.34;978.38;989.46;1002.7;1018.3;1036.8;1058.6;1084.2;1113.2;1145.3;1180.1;1217.9;1258.6;1302.3;1348.8
1000;904.61;905.3;907.42;910.93;916.04;922.91;931.52;942.16;954.93;970.09;988.04;1009.2;1034.1;1062.1;1093;1126.6;1162.8;1201.9;1243.8;1288.7
